target,text,indices,label
summer rolls,"light , refreshing $t$ ( not fried ) remind me of vietnamese places in paris .",3,1
sushi,the $t$ seemed pretty fresh and was adequately proportioned .,1,1
service,but the $t$ was a bit slow .,2,-1
spreads,$t$ and toppings are great - though a bit pricey .,0,1
toppings,spreads and $t$ are great - though a bit pricey .,2,1
pizza,"when i saw that their website had a link to da ciro in napoli , i knew there was going to be good $t$ !",23,1
plates,no one asked what was wrong as we left with nothing touched on our $t$ .,14,0
indoor,$t$ was very cozy and cute .,0,1
brunch,we had a 3 hour $t$ they definitely do not rush you - and they kept the unlimited mimosas flowing the whole time .,5,1
mimosas,we had a 3 hour brunch they definitely do not rush you - and they kept the unlimited $t$ flowing the whole time .,18,1
prices,and their $t$ are very high - they actually think that they can get away with charging such prices for such terrible food and service !,2,-1
prices,and their prices are very high - they actually think that they can get away with charging such $t$ for such terrible food and service !,18,-1
food,and their prices are very high - they actually think that they can get away with charging such prices for such terrible $t$ and service !,22,-1
service,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and $t$ !,24,-1
service,"the $t$ was excellent , the food was excellent , but the entire experience was very cool .",1,1
food,"the service was excellent , the $t$ was excellent , but the entire experience was very cool .",6,1
service,the $t$ is good and the resturant is clean .,1,1
spot,"great $t$ , whether looking for a couple of drinks or quiet dinner .",1,1
drinks,"great spot , whether looking for a couple of $t$ or quiet dinner .",9,1
dinner,"great spot , whether looking for a couple of drinks or quiet $t$ .",12,1
dishes,just stick with the small $t$ !,5,-1
cafe,"the $t$ itself was really nice with comfortable outdoor chairs and tables , but the service could have been better .",1,1
outdoor chairs,"the cafe itself was really nice with comfortable $t$ and tables , but the service could have been better .",8,1
tables,"the cafe itself was really nice with comfortable outdoor chairs and $t$ , but the service could have been better .",11,1
service,"the cafe itself was really nice with comfortable outdoor chairs and tables , but the $t$ could have been better .",15,-1
staff,i ' ve rarely had a problem with slow $t$ in the 10 years i ' ve been going .,9,1
food,$t$ is excellent .,0,1
lettuce,although we were looking for regular $t$ and some walnuts the salads we got were great .,6,0
walnuts,although we were looking for regular lettuce and some $t$ the salads we got were great .,9,0
salads,although we were looking for regular lettuce and some walnuts the $t$ we got were great .,11,1
lunch buffet,excellent $t$ for only $6 . 95 .,1,1
cuisine,"if you ' re not familiar with the $t$ , you may encounter problems ordering here and be sure to bring plenty of cash with you as they don ' t accept credit cards .",8,-1
priced,"both are very reasonably $t$ ( around $8 for dinner and $5 for lunch ) , and are delicious and filling .",4,1
dinner,"both are very reasonably priced ( around $8 for $t$ and $5 for lunch ) , and are delicious and filling .",9,1
lunch,"both are very reasonably priced ( around $8 for dinner and $5 for $t$ ) , and are delicious and filling .",13,1
ambience,"$t$ is so cute and quaint , good for business although we were there on vacation .",0,1
portion sizes,"the $t$ here are huge , and the sushi is good .",1,1
sushi,"the portion sizes here are huge , and the $t$ is good .",9,1
tuna,my boyfriend ate $t$ and it was cooked perfectly !,3,1
menu,"this wasn ' t the expected $t$ comprised only of pad thai and tom yum soup , but i thought that was what made the place so special .",6,0
pad thai,"this wasn ' t the expected menu comprised only of $t$ and tom yum soup , but i thought that was what made the place so special .",10,0
tom yum soup,"this wasn ' t the expected menu comprised only of pad thai and $t$ , but i thought that was what made the place so special .",13,0
food,"good $t$ at the restaurant ( a bit expensive , but great if you want to impress your date ) .",1,1
caviar,i highly recommend caviar russe to anyone who wants delicious top grade $t$ and fantastic service .,12,1
service,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic $t$ .,15,1
food,i have eaten there 3 - 4 times and the $t$ was always good .,10,1
wait,"i wasn ' t thrilled to have to $t$ on line for thirty minutes , but i guess that ' s the price you pay for a popular place .",8,-1
eats,"great $t$ , good times .",1,1
fish,"grilled whole $t$ wonderful , great spicing .",2,1
neapolitan fare,"for years , i thought tuscan cuisine was the best , but salvatore converted me to the hearty $t$ on my first visit .",18,1
entrees,"plus , when our $t$ were held up in the kitchen on a busy saturday night , the owner sent over complimentary summer rolls to hold us over !",4,-1
owner,"plus , when our entrees were held up in the kitchen on a busy saturday night , the $t$ sent over complimentary summer rolls to hold us over !",18,1
summer rolls,"plus , when our entrees were held up in the kitchen on a busy saturday night , the owner sent over complimentary $t$ to hold us over !",22,1
service,the $t$ was great as well .,1,1
lobster teriyaki,try the $t$ and the rose special roll .,2,1
rose special roll,try the lobster teriyaki and the $t$ .,6,1
entrees,another plus is most of the $t$ are approx .,6,1
food,"the $t$ was delicious , the atmosphere was relaxed , and we have now adopted plate 347 as our secret on second !",1,1
atmosphere,"the food was delicious , the $t$ was relaxed , and we have now adopted plate 347 as our secret on second !",6,1
place,from the moment we walked in they were more than accomodating even though the $t$ was packed .,14,-1
food,"i found the $t$ , service and value exceptional everytime i have been there .",3,1
service,"i found the food , $t$ and value exceptional everytime i have been there .",5,1
value,"i found the food , service and $t$ exceptional everytime i have been there .",7,1
foods,we ate at this thai place following the reviews but very unhappy with the $t$ .,14,-1
food,"the $t$ is definitely good , but i left a bit disappointed .",1,1
glass of wine,"i am a 100 lb girl , had a $t$ and a glass of beer prior to the dinner , and i was still hungry after my visit to this place !",9,0
glass of beer,"i am a 100 lb girl , had a glass of wine and a $t$ prior to the dinner , and i was still hungry after my visit to this place !",14,0
dinner,"i am a 100 lb girl , had a glass of wine and a glass of beer prior to the $t$ , and i was still hungry after my visit to this place !",20,0
drinks,"the $t$ are a saving grace , but service staff , please , get over yourselves .",1,1
service staff,"the drinks are a saving grace , but $t$ , please , get over yourselves .",8,-1
delivery guys,there is a downside if you ' re ordering in - - the $t$ have major attitude .,13,-1
staff,the all - italian $t$ is warm and engaging from the start .,4,1
prices,the $t$ are exceptionally reasonable for food of this caliber .,1,1
food,the prices are exceptionally reasonable for $t$ of this caliber .,6,1
tamarind margaritas,if you go here - your focus should be the $t$ .,10,1
filet mignon dish,the $t$ was superb !,1,1
food,i had been a regular due to the consistently good $t$ and ease of getting a table .,10,1
getting a table,i had been a regular due to the consistently good food and ease of $t$ .,14,1
place,this $t$ is the most japanese it can ever get .,1,1
food,"the $t$ is good , i can ' t lie .",1,1
food,"great $t$ , lt ' s of it , more then one person can eat !",1,1
pastrami on challah sandwich,"i didn ' t expect to like nosh as much as i did , but the $t$ i had was otherworldly , the soups are like mom ' s , and the knishes give yonah schimmel ' s a run for its money .",16,1
soups,"i didn ' t expect to like nosh as much as i did , but the pastrami on challah sandwich i had was otherworldly , the $t$ are like mom ' s , and the knishes give yonah schimmel ' s a run for its money .",26,1
knishes,"i didn ' t expect to like nosh as much as i did , but the pastrami on challah sandwich i had was otherworldly , the soups are like mom ' s , and the $t$ give yonah schimmel ' s a run for its money .",35,1
atmosphere,"the $t$ is nothing special , but it feels like a sushi establishment in tokyo .",1,0
atomosphere,cozy romantic $t$ with only around 15 tables at most .,2,1
tables,cozy romantic atomosphere with only around 15 $t$ at most .,7,1
beer,this place is worth going even if only for their $t$ .,10,1
scallops,i really like both the $t$ and the mahi mahi ( on saffron risotto - yum ! ) .,5,1
mahi mahi,i really like both the scallops and the $t$ ( on saffron risotto - yum ! ) .,8,1
